,IP,ASN
824592,216.160.207.0,ISAGENIX - Isagenix International LLC
824596,216.161.32.0,CHECS - CHECS
824602,216.161.97.0,"METAFILEINFO - Metafile Information Systems, Inc"
824603,216.161.98.0,"BAKER-AND-TAYLOR - Baker & Taylor, Inc."
824608,216.161.174.0,"RTS-US - Redflex Traffic Systems, Inc."
824610,216.161.181.0,"COMPINFOSYS - Compliance Information Systems, Inc."
824620,216.162.13.0,"CW-NC - Community Web, Inc."
824621,216.162.16.0,SCRIC - Broome - Tioga BOCES
824625,216.162.35.0,WORKFORCE - WorkForce Software LLC
824629,216.162.42.0,CONTINA - Contina
824635,216.162.48.0,ILIGHT-NET - Indiana Higher Education Telecommunication System
824640,216.162.80.0,MCIU - Montgomery County Intermediate Unit
824641,216.162.96.0,SWTEXAS - Southwest Texas Telephone Company
824648,216.162.118.0,COLONIALNET-IU20 - Colonial IU 20
824653,216.162.136.0,"VELOCITY-AS - Velocity Online, Inc."
824659,216.162.191.0,"UTILITY-AS - UTILITY TELEPHONE, INC."
824676,216.162.218.0,"DATACENTER-IP - Datacenter IP, LLC"
824688,216.162.250.0,RSA-BEDFORD - RSA Security Inc.
824721,216.163.31.0,"RITTERNET - Ritter Communications, Inc."
824729,216.163.58.0,ACDNET-ASN1 - ACD.net
824738,216.163.101.0,"ACCIPITER-ZONA - Accipiter Communications, Inc."
824741,216.163.104.0,STJOHNTELCO - ST. JOHN CO-OPERATIVE TELEPHONE AND TELEGRAPH COMPANY
824747,216.163.110.0,WREC - Wells Rural Electric Company
824755,216.163.122.0,NEONOVA-NET - Neonova Network Services
824761,216.163.142.0,PLAYBOY-BLK-1 - Playboy
824769,216.163.152.0,LOCL-NET - Locl-Net Inc
824771,216.163.160.0,"ZWEIG-DIMENNA - Zweig-DiMenna Associates, LLC."
824773,216.163.176.0,COMMTOUCH-INC-2 - Commtouch Inc.
824775,216.163.188.0,COMMTOUCH-INC - Commtouch Inc.
824792,216.163.220.0,CITYOFBOSTON - City of Boston
824803,216.163.255.0,METLIFE-ASN - MetLife
824805,216.164.193.0,CITY-OF-EASTON - City of Easton
824814,216.165.126.0,NYU-DOMAIN - New York University
824816,216.165.132.0,EPICSYS - Epic Systems Corporation
824818,216.165.167.0,AS14305 - Accuray Incorporated
824836,216.165.220.0,CIKTELECOM-CABLE - CIK Telecom INC
824847,216.165.248.0,ASN-CBCBH - Giggle Fiber
824855,216.166.12.0,"NO-2-BYTE-AS-NUMBER - Apptix, Inc."
824900,216.166.70.0,"PHMGMT-AS1 - Powerhouse Management, Inc."
824921,216.166.140.0,KDSNET - Konceptio Data Services LLC
824923,216.166.142.0,WINDWAVE-COMMUNICATIONS - WindWave Communications
824925,216.166.148.0,"CYBERNET1 - Cybernet1, Inc."
824927,216.166.159.0,"TCT-AS - TCT West, Inc."
824929,216.166.168.0,GLOBALNET - Global Net
824944,216.166.236.0,"CENTURYLINK-16835 - CenturyTel Internet Holdings, Inc."
824952,216.167.0.0,"NTT-COMMUNICATIONS-2914 - NTT America, Inc."
824983,216.167.167.0,YUCCA-AS - Yucca Telecom
824990,216.167.176.0,"MWIVET-MBT - MWI Veterinary Supply, INC"
824998,216.167.191.0,NTS-ONLINE - NTS Communications
825000,216.167.207.0,APPLIEDI - Applied Innovations Corporation
825003,216.167.219.0,CHASKANET - CITY OF CHASKA CHASKANET
825004,216.167.224.0,PERSONA - PERSONA COMMUNICATIONS INC.
825007,216.168.5.0,"GIGANEWS - Giganews, Inc."
825035,216.168.63.0,"DF-TUKWILA01 - Digital Fortress, Inc."
825040,216.168.92.0,"STELLAR-ASSOCIATION - Stellar Association, LLC"
825041,216.168.96.0,NEXICOM-CA - Nexicom Inc.
825042,216.168.128.0,"ORVIS - THE ORVIS COMPANY, INC."
825046,216.168.132.0,"CMCS - Comcast Cable Communications, LLC"
825054,216.168.142.0,"STAFFORDNET - Stafford Associates Computer Specialists, Inc."
825058,216.168.148.0,EMERGIS-AS-2 - Emergis Inc.
825065,216.168.168.0,"IVANET-LA - iBasis, Inc."
825067,216.168.183.0,IVANET-BURLINGTON - IBASIS INC.
825070,216.168.187.0,IVANET-MIAMI - IBASIS INC.
825071,216.168.188.0,"IVANET-NYC - iBasis, Inc."
825101,216.168.220.0,PERSONTEL - PERSON TEL INC
825103,216.168.222.0,"DATAFRAMELO - Dataframe Logistics, Inc."
825107,216.168.227.0,VERISIGN-ILG1 - VeriSign Infrastructure & Operations
825108,216.168.228.0,AS397195
825118,216.168.239.0,VERISIGN-CORP - VeriSign Infrastructure & Operations
825130,216.168.255.0,AS53401 - Symantec Inc
825135,216.169.24.0,ITV-3 - ITV-3
825140,216.169.124.0,"EZZI-101-BGP - Access Integrated Technologies, Inc."
825141,216.169.128.0,"RBLHST - Strong Technology, LLC."
825144,216.169.134.0,"RBLHST-NY - Strong Technology, LLC."
825146,216.169.136.0,"HIGHWINDS2 - Highwinds Network Group, Inc."
825147,216.169.144.0,DMVNOC - Internet Connection
825151,216.169.208.0,NET-ACCESS-CORP - Net Access Corporation
825154,216.169.241.0,ISTOCKPHOTO - ISTOCKPHOTO INC.
825164,216.169.255.0,GETTYIMAGES - Getty Images
825168,216.170.92.0,INLINE-NET - Inline Connections
825224,216.171.60.0,PAVLOVMEDIA-SE - PAVLOV MEDIA INC
825225,216.171.62.0,PAVLOVMEDIA - PAVLOV MEDIA INC
825236,216.171.91.0,TRANSTELCO-INC - Transtelco Inc
825239,216.171.94.0,"XCNETWORKS-30167 - XC Networks, Ltd."
825247,216.171.160.0,OCO-1 - ORANGE COUNTY ONLINE
825249,216.171.184.0,DRMSCPASN - Northland Communications
825272,216.171.216.0,"EXWIRE - Exwire, Inc."
825279,216.171.223.0,"RFC2270-UUNET-CUSTOMER - MCI Communications Services, Inc. d/b/a Verizon Business"
825293,216.171.238.0,DHDC-CA - Datahive.ca
825301,216.172.2.0,DOCLER-AS
825303,216.172.15.0,"DOCLERMEDIA-AS - Docler Media, LLC"
825307,216.172.21.0,WURTHBSC - Wurth Baer Supply Company
825309,216.172.24.0,APS - Alliance Pharmacy Services
825310,216.172.25.0,"TRANSPORTATION-SOLUTION-ENTERPRISES - Transportation Solutions Enterprises, LLC"
825311,216.172.26.0,STBH - Saint Bernard Hospital
825314,216.172.29.0,ASPS-HQ-ASN01 - American Society of Plastic Surgeons
825315,216.172.30.0,BUSINESSONLYBROADBANDLLC - Business Only Broadband
825317,216.172.48.0,SERVEREL-AS
825344,216.172.108.205,ASN-EBLGLOBAL - zColo
825345,216.172.112.0,SJOBERGS-INC - Sjoberg's Inc
825354,216.172.150.0,REBEL-HOSTING - Rebel Hosting
825363,216.172.184.0,CYRUSONE - CyrusOne LLC
825367,216.172.252.0,WVUSD - Walnut Valley Unified School District
825369,216.173.15.0,"ATRGNJ01 - Advanced Technologies Research Group, Inc."
825370,216.173.16.0,"BROADVIEWNET-AS-12006 - Broadview Networks, Inc."
825420,216.173.126.0,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.
825428,216.173.141.0,CZIO-ASN - Cruzio
825432,216.173.156.0,SCI-AS - Savage Communications Inc.
825433,216.173.160.0,ELECTRONET - ElectroNet Intermedia Consulting
825436,216.173.232.0,SBCIDC-DLLSTX - AT&T Internet Services
825437,216.173.236.0,SBIS-AS - AT&T Internet Services
825446,216.174.18.0,"GRANITE-SERVICES-TAMPA - Granite Services, Inc"
825447,216.174.20.0,UT-MAIN - The University of Tampa
825459,216.174.38.0,CMR1122 - CMR LLC
825468,216.174.63.0,"NETWORK-TOOL - Network Tool and Die Company, Inc."
825519,216.174.118.0,ENFRA-AV - TechSpace Inc.
825525,216.174.124.0,TECHSPACE-OC2 - TECHSPACE INC.
825528,216.174.127.0,MOBILENETICS-LA-GW1 - Mobilenetics Corporation
825533,216.174.182.0,"HDSMITH-ASN - H.D. Smith, Inc."
825538,216.175.7.0,ARA-MOLINE - American Rental Association
825543,216.175.25.0,TSG-INET-01 - Sedona Technologies
825550,216.175.34.0,TRICOM-IL - Geneseo Telephone Company
825579,216.175.63.0,ONE-ELEVEN - One Eleven Internet Services
825585,216.176.2.0,"COMLINK-LLC - Comlink, LLC"
825587,216.176.4.0,INDATEL - INDATEL SERVICES
825592,216.176.12.0,ATOM-MI-53-198 - AcenTek
825596,216.176.22.0,"GREAT-LAKES-COMNET - Great Lakes Comnet, Inc."
825598,216.176.48.0,CENTURYLINK-LEGACY-FUSEPOINT-ROUNDHEAVEN - Savvis
825622,216.176.92.0,"CCINET - Consolidated Communications, Inc."
825642,216.176.127.0,RTCCOM - RTC COMMUNICATIONS
825643,216.176.128.0,NETNITCO-ASN - Northwestern Indiana Telephone Co.
825644,216.176.160.0,ASN-CELLU-4 - Pioneer Cellular
825662,216.176.202.0,"FSX-350 - FSX HOLDINGS, LLC"
825664,216.176.205.0,"WAVEBAND-LLC - WAVE.BAND, LLC"
825665,216.176.206.0,"CYBERVERSE - Cyberverse, Inc."
825671,216.176.243.0,CITYOFORLANDO-BLOCK - City of Orlando - Information Systems
825673,216.176.247.0,AMWAYCENTER - Orlando Venues
825692,216.177.31.0,FIBERCAST - Fibercast Corporation
825693,216.177.32.0,"LERWO34OS - Delgado Industries, LLC"
825701,216.177.87.0,"PACIOLAN - Paciolan, Inc."
825705,216.177.91.0,"HOSTCOLLECTIVE - Host Collective, Inc."
825706,216.177.92.0,FNCINC - FNC INC
825718,216.177.142.0,1P-WSS - Web Site Source
825727,216.177.159.0,MOVECLICKLLC - Yellow Fiber Networks
825728,216.177.160.0,"GVTCINTERNET - Guadalupe Valley Telephone Cooperative, Inc."
825740,216.177.211.0,AUTOEXPRESO-PR - Transcore Atlantic Inc.
825743,216.177.214.0,"AS-22364 - Telefonica USA, Inc."
825744,216.177.224.0,MASHELL-TELECOM - Rainier Connect
825745,216.178.0.0,ACCESSUS-DOM - accessU.S./BASENet
825746,216.178.32.0,"MYSPACE - Myspace, Inc."
825747,216.178.48.0,ZAYO-16503 - Zayo Bandwidth
825748,216.178.64.0,"NETCARRIER - NetCarrier, Inc."
825750,216.178.104.0,NBCUNI-17035 - NBCUniversal
825757,216.178.224.0,"DATARETURN - MCI Communications Services, Inc. d/b/a Verizon Business"
825758,216.179.0.0,BESTWEB - BestWeb Corporation
825801,216.179.224.0,GATEWAY-AS-AP GATEWAY INC
825811,216.179.254.0,"AZUKI - AZUKI, LLC"
825816,216.180.128.0,"HIWAAY - HIWAAY INFORMATION SERVICES, INC."
825818,216.180.167.0,"LLL-NBRK - Levin & Levy, LLP"
825820,216.180.170.0,"DLS-INTERNET-SERVICES - DLS Internet Services, Inc"
825825,216.180.175.0,"DLS-LITH - DLS Internet Services, Inc"
825835,216.180.191.0,ATCCOMMICATIONS - ATC Communications
825837,216.180.224.0,"GNAXNET-AS - Global Net Access, LLC"
825885,216.181.50.0,LFR1 - LONG AND FOSTER REALTY
826068,216.181.248.0,"ARBINET-INTERNAL - PTGi International Carrier Services, Inc."
826080,216.182.24.0,"DELL-SERVICES - Dell Marketing USA, L.P."
826083,216.182.89.0,AVANADE - Avanade Inc
826085,216.182.96.0,"SYRINGANETWORKS - Syringa Networks, LLC"
826086,216.182.112.0,"COMCAST-33490 - Comcast Cable Communications, LLC"
826089,216.182.140.0,NERIC - Albany Schoharie Schenectady BOCES
826090,216.182.141.0,WNYRIC-NET - Erie 1 BOCES
826106,216.182.159.0,SPSD - The School District of the City of Saginaw
826108,216.182.174.0,GUGGE-NJDC - Guggenheim Services LLC
826114,216.182.236.0,"AMAZON-02 - Amazon.com, Inc."
826115,216.182.238.0,"AMAZON-AES - Amazon.com, Inc."
826117,216.182.242.0,"TNT - Terra Nova Telecom, Inc."
826118,216.182.244.0,TERRANOVANET-ASN1 - TerraNovaNet
826119,216.183.0.0,GT-BELL - Bell Canada
826132,216.183.62.0,RURAL-TEXAS-BROADBAND - Rural Texas Broadband
826133,216.183.63.0,VTXC - VTX Communications
826134,216.183.64.0,DAKPRO - DakotaPro.biz
826137,216.183.128.0,BMTS - Bruce Telecom
826145,216.183.192.0,CRAWKANINTERNET - Craw-Kan Telephone Coop. Inc.
826161,216.183.223.0,OOREDOO-MV Ooredoo Maldives Plc
826163,216.183.238.0,THE-DOUGLAS-STEWART-COMPANY - THE DOUGLAS STEWART COMPANY
826165,216.184.0.0,"SWCP-AS - Southwest Cyberport, Inc."
826168,216.184.36.0,CDI - Churchill Downs Incorporated
826170,216.184.40.0,BLOOMINGDALE-COMMUNICATIONS - Bloomingdale Communications Inc.
826172,216.184.64.0,BVU-2 - BRISTOL VIRGINIA UTILITIES
826180,216.184.119.0,CO.PA.CO.
826183,216.184.124.0,Telefonica Moviles El Salvador S.A. de C.V.
826184,216.184.125.0,TELEFONICA Telefonica Wholesale Network
826195,216.185.25.0,COMTECH-MOBILE-DATACOM - Comtech Mobile Datacom Corporation
826196,216.185.26.0,"ALLIED-TELECOM - Allied Telecom Group, LLC"
826203,216.185.55.0,ARETI-AS
826206,216.185.75.0,BRRD-AS - Brantford Hydro
826215,216.185.88.0,UTILITIES-KINGSTON - Utilities Kingston
826216,216.185.92.0,ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc.
826235,216.185.154.0,"HWSERVICES-32400 - Hostway Services, Inc."
826239,216.185.202.0,BHI-AS1 - BHI Advanced Internet Inc.
826240,216.185.208.0,ASNUMBERFORNEXTAG - Nextag Inc.
826242,216.185.224.0,JCCC - Johnson County Community College
826243,216.185.240.0,BARR-XPLR-ASN - Xplornet Communications Inc.
826247,216.186.98.0,HERITAGE-UNIV-AS - Heritage University
826256,216.186.192.0,WOW-INTERNET - WideOpenWest Finance LLC
826257,216.187.0.0,LANLINE - LANline Communications Inc
826267,216.187.91.0,"ADSAFE-1 - Integral Ad Science, Inc."
826272,216.187.110.0,"CENTURYLINK-TIER3-CLOUD - Qwest Communications Company, LLC"
826282,216.187.127.0,QITX-INC - Chris Danielle Micro Solutions (CDMS) Inc.
826284,216.187.131.0,BILLINGSCLINIC - BILLINGS CLINIC
826286,216.187.155.0,"RURALBROADBAND - Rural Broadband, L.L.C."
826287,216.187.156.0,"ESCHELON-180 - Integra Telecom, Inc."
826289,216.188.0.0,"HOSTA-LAS - Miva Merchant, Inc."
826290,216.188.128.0,"HOSTASAURUS - Miva Merchant, Inc."
826293,216.188.208.0,JAGUAR-1 - Jaguar Communications
826313,216.188.254.0,"GRANDECOM-AS1 - Grande Communications Networks, LLC"
826334,216.189.36.0,ELITE-BROADBAND - Elite Broadband LLC
826370,216.189.119.0,"ARACHNITEC - Arachnitec, INC."
826375,216.189.125.0,HIGHSPEEDWEB - High Speed Web/Genesis 2 Networks
826376,216.189.128.0,WCTA - West Central Telephone Assn
826380,216.189.148.0,VOOSERVERS
826383,216.189.152.0,"JOESDATACENTER - Joe's Datacenter, LLC"
826390,216.189.159.0,HOSTUS-GLOBAL-AS HostUS
826394,216.189.176.0,"ATLANTICBB-MIAMI - Atlantic Broadband Finance, LLC"
826395,216.189.192.0,"TAYLOR-LINK1 - Taylor Telephone Cooperative, Inc."
826409,216.189.255.0,"FNIS - Fidelity National Information Services, Inc."
826411,216.190.237.0,ND-LEHI - NetDocuments
826414,216.191.21.0,ITCI - ITCI Corporation
826427,216.191.224.0,ALLST-15290 - Allstream Corp.
826434,216.193.184.0,WGELD-ASN - City of Westfield (Gas & Electric Light Department)
826449,216.193.225.0,"BAI-IP-SERVICES - Bel Air Internet, LLC"
826451,216.193.227.0,SUBRIGO - SUBRIGO CORPORATION
826454,216.193.249.0,"IHNET - IHNetworks, LLC"
826456,216.193.251.0,NETRANGE - Corporate Colocation Inc.
826466,216.194.56.0,METTEL - Metropolitan Telecomm
826473,216.194.116.0,"1-800CONTACTS - 1-800 Contacts, Inc."
826476,216.194.122.0,"CENTER-SEVEN - C7 Data Centers, Inc."
826479,216.194.132.0,NEXTEL COMMUNICATIONS ARGENTINA S.A.
826481,216.194.140.0,AT&T COMUNICACIONES DIGITALES S DE RL
826482,216.194.144.0,ALACHUA-COUNTY-BOCC - Alachua County BOCC
826486,216.194.170.0,"INMOTI-1 - InMotion Hosting, Inc."
826489,216.194.175.0,"IMH-WEST - InMotion Hosting, Inc."
826490,216.194.176.0,SCRR-11427 - Time Warner Cable Internet LLC
826497,216.194.248.0,"HIS-NOC - Heller Information Services, Inc."
826499,216.195.13.0,AS-MLS-PIN - MLS Property Information Network
826502,216.195.24.0,ASN-SHREWS - Shrewsbury Electric and Cable Operations
826503,216.195.32.0,PLDI - Pioneer Long Distance Inc.
826507,216.195.74.0,"BIGLOTS-DR - Big Lots Stores, Inc."
826509,216.195.77.0,GLOBAL-GECIS The AS number for GECIS global for their internet peering
826511,216.195.81.0,FORMICA-EVENDALE - FORMICA CORPORATION
826514,216.195.92.0,CYRUSONE-CIN - CyrusOne LLC
826525,216.195.124.0,BELWAVE-COMMUNICATIONS - BELWAVE COMMUNICATIONS
826529,216.195.176.0,BIDDEFORD1 - Biddeford Internet Corp
826530,216.195.188.0,BOWDOIN - Bowdoin College
826549,216.195.248.0,"AMH - Access Media Holdings, LLC"
826561,216.196.71.0,UTMA - United Telephone Mutual Aid Corporation
826563,216.196.80.0,POLAR-COMMUNICATIONS - Polar Communications
826597,216.196.191.0,THE-EWSCRIPPS - The E.W. Scripps Company
826598,216.196.192.0,FUSE-NET - Cincinnati Bell Telephone
826600,216.197.32.0,LNET-ASN - LocalNet Corporation
826604,216.197.69.0,SNL-FINANCIAL - SNL Financial
826606,216.197.72.0,RLC-INTERNET - RLC INTERNET
826607,216.197.74.0,"TF-BRI - Blue Ridge Websoft, LLC"
826608,216.197.80.0,"S2NET - Stage 2 Networks, LLC"
826609,216.197.96.0,CRYSTALTECH - CrystalTech Web Hosting Inc.
826610,216.197.128.0,SASKTEL - Saskatchewan Telecommunications
826620,216.198.36.0,"ZENDESK-NETWORK-ASN - Zendesk, Inc."
826643,216.198.91.0,VIVIDHOSTING - Vivid Hosting
826655,216.198.110.0,NRTC-ORG - NRTC
826657,216.198.112.0,"PSDATA - Public Service Data, Inc."
826658,216.198.113.0,PLUMAS-SIERRA-TELECOMMUNICATIONS - Plumas Sierra Telecommunications
826660,216.198.115.0,"FONENET - FONE NET, LLC"
826662,216.198.117.0,"LACKAWAXEN-TELECOMMUNICATIONS-SERVICES-INC - Lackawaxen Telecommunications Services, Inc."
826664,216.198.120.0,"FARMERS-TELECOMMUNICATIONS-COOPERATIVE-INC - Farmers Telecommunications Cooperative, Inc."
826669,216.198.144.0,TELUS-3 - TELUS Communications Inc.
826672,216.198.184.0,"DOBSONTECHTTS - Dobson Technologies - Transport and Telecom Solutions, LLC"
826673,216.198.188.0,OKLAHOMA-WESTERN - Oklahoma Western Telephone Company
826674,216.198.192.0,"CYBERCON - CYBERCON, INC."
826677,216.200.1.0,"PCGUS - Public Consulting Group, Inc."
826679,216.200.3.0,BGP-TECHCESSGROUP - Techcess Group LP
826683,216.200.11.0,SOROS-FUND-MAN - Soros Fund Management LLC
826685,216.200.16.0,AMARILLO-WIRELESS - Amarillo Wireless
826689,216.200.62.0,"EBRARY - ebrary, Inc."
826691,216.200.65.0,"BTP - Baltimore Technology Park, LLC"
826693,216.200.95.0,360NETWORKS-US - Zayo Bandwidth
826695,216.200.98.0,"DYNACOM - DynaCom Management, Inc"
826699,216.200.116.0,SOG-US-391520 - System On Grid
826701,216.200.129.0,XTIUMUSA-1 - Xtium LLC
826703,216.200.142.0,BCM-US - BlueCrest Capital Management LP
826706,216.200.145.0,"EON-NET - Everyone.net, Inc."
826708,216.200.149.0,LINKEDIN
826710,216.200.162.0,"LAURION-CAPITAL-ASN - Laurion Capital Management, LP"
826712,216.200.164.0,ASC-ASN - ASC
826713,216.200.165.0,RPXC-1 - RPX Corporation
826715,216.200.229.0,VIAERO-WIRELESS-GPRS - NE COLORADO CELLULAR INC
826716,216.200.230.0,ROBLOX-PRODUCTION - Roblox
826717,216.200.231.0,MCPC-ASN - MCPc Inc.
826719,216.200.233.0,MEDIAMATH-INC - MediaMath Inc
826721,216.200.251.0,ZAYO-CUSTOMER-17025 - Zayo Bandwidth
826731,216.201.90.0,"NATIONALNET-1 - NationalNet, Inc."
826732,216.201.96.0,KORAX - Korax Inc.
826733,216.201.112.0,ASA5COM - A5.COM
826804,216.202.125.0,RAPIDSYSTEMS - Rapid Systems Corporation
826815,216.203.31.0,"NEWEDGE-ASN1 - Newedge Facilities Management, Inc."
826841,216.203.79.0,STATE-OF-FLA - Florida Department of Management Services - Technology Program
826845,216.203.92.0,"AS-DGX - Quest Diagnostics, Inc."
826866,216.204.148.0,ASN1 - CAS Severn
826890,216.205.24.0,MIMECAST-US - Mimecast North America Inc
826896,216.205.96.0,"ALABANZA-BALT - Alabanza, Inc."
826906,216.205.197.0,FNNI-AS20176 - First National Bank of Omaha
826907,216.205.198.0,FNNI-AS14888 - First National Bank of Omaha
826909,216.205.219.128,JACKSONENERGY-EPLUS - JACKSON ENERGY AUTHORITY
826913,216.205.247.0,"FOX-INC - Fox Entertainment Group, Inc."
826916,216.206.24.0,BCBSLA-ASN - Blue Cross Blue Shield Of Louisiana
826921,216.206.36.0,"AKAMAI-AS - Akamai Technologies, Inc."
826923,216.206.44.0,IHC-NET - Intermountain Health Care
826929,216.206.86.0,"ADTRAN - Adtran, Inc."
826930,216.206.87.0,"CENTURYLINK-MTIPS1 - Qwest Communications Company, LLC"
826935,216.206.109.0,"WESCO - CU*Answers, Inc."
826938,216.206.127.0,"NJ - 1010Data, Inc."
826942,216.206.131.0,ENERGYNET - Hopkinsville Electric System
826946,216.206.180.0,ACTIVE-ASN1 - Active Network LLC
826951,216.206.216.0,FEWPB - Frankfort Plant Board
826956,216.207.17.0,OXFORD-INDUSTRIES - Oxford Industries
826958,216.207.20.0,NAISMC-AS-SAIC - SAIC
826962,216.207.42.0,WALMART-DR - Wal-Mart Stores Inc.
826963,216.207.43.0,CHANGEHEALTHCARE - Change Healthcare
826966,216.207.56.0,"TLSN-TX - TEXAS LONE STAR NETWORK, LLC"
826971,216.207.88.0,RMA-AS - Rubin Museum of Art
826973,216.207.90.0,ALLENCO - Allen & Company LLC
826980,216.207.192.0,BUDCO - BUDCO
826982,216.207.194.0,AVFUEL-CORPORATION - Avfuel Corporation
826985,216.207.206.0,WINNTELECOM - Winn Telecom
826987,216.207.220.0,EHSC - EDWARD HEALTH SERVICE CORP
826989,216.207.238.0,HANMI-INTERNET - HANMI BANK
826995,216.208.7.0,ASN - Devon Canada Corporation
827002,216.208.121.0,"THINKON-KLP1 - Think On, Inc."
827015,216.208.176.0,IBMCCH-TOR - IBM
827017,216.208.178.0,QUEBECINTERNET - Quebec Internet Inc
827021,216.208.235.0,RMC - Royal Military College of Canada
827027,216.208.243.0,BELLMOBILITY-1 - BELL MOBILITY INC.
827042,216.210.8.0,CWU-CENTRAL-WASHINGTON-UNIVERSITY - Central Washington University
827043,216.210.12.0,WA-K20 - Washington State K-20 Telecommunications Network
827049,216.210.88.0,CITYOFWILSONNC - Greenlight
827054,216.210.109.0,UNISERVE-ONLINE - Uniserve On Line
827057,216.210.126.0,FFASTFILL-INC - Ffastfill Inc.
827058,216.210.128.0,"INTEGRATELECOM - Integra Telecom, Inc."
827059,216.211.0.0,TBAYTEL - TBayTel
827060,216.211.128.0,"ADHOST - TierPoint, LLC"
827061,216.211.144.0,MISNET - Mikrotec Internet Services
827063,216.211.161.0,INTELLETRACE - Intelletrace
827069,216.211.167.0,T3TRADING - T3 Trading Group LLC
827071,216.211.169.0,CTDN-AS - Donor Network West
827073,216.211.173.0,SAJAH - Beverly Hills Hotel
827075,216.211.175.0,"QNST-DC01 - Quinstreet, Inc."
827076,216.211.176.0,"MONTANA-SKY-NETWORKS-INC - Montana Sky Networks, Inc."
827078,216.211.220.0,"SUFFOLK-CAPITAL-MANAGEMENT - Suffolk Capital Management, LLC"
827079,216.211.221.0,UNEED - Uneed Solutions Inc.
827088,216.211.233.0,"LATISYS-ASHBURN - Latisys-Ashburn, LLC"
827093,216.211.238.0,"LATISYS-IRVINE - Latisys-Irvine, LLC"
827094,216.211.239.0,ECHOPASS-UT1 - ECHOPASS
827106,216.211.255.0,NLB-ASN - Norwood Light Broadband
827229,216.212.188.0,"BIRCH-TELECOM - Birch Telecom, Inc."
827230,216.212.192.0,START-CA - Start Communications
